DD  MM YY HH MM SS NS Lat     EW       Lon  K1     K2     K3     K4     K5     K6     K7     K8     K9    K10    K11    K12    K13    K14    K15    K16    K17   Pres    Tpr    Hum    Thm   Tbrd  Ubat
17  8 10  23 10 25 N  4355908 E 13111488   1447    912    740   1139   4586   3208   3209   2230   1970   2151   3374   1594   2497   2335   2739   2974   2089      6      5      4      3      2  3.0
17  8 10  23 11 25 N  4355908 E 13111488      4     16     40     17     27      0     23      7      6      0      0      0      0      0      0      0      0      6      5      4      3      2  3.0
17  8 10  23 12 27 N  4355908 E 13111488   1687   1076    851   1312   5238   3645   3652   2588   2305   2476   3866   1825   2850   2672   3155   3397   2410      6      5      4      3      2  3.0
17  8 10  23 13 28 N  4355908 E 13111488   1327    871    703   1085   4062   2847   2713   2104   1842   1999   3055   1469   2225   2084   2528   2736   1892      6      5      4      3      2  3.0
17  8 10  23 14 40 N  4355908 E 13111488   2086   1387   1054   1659   6544   4398   4448   3242   2949   3066   4734   2255   3482   3285   3923   4188   2958      6      5      4      3      2  3.0
17  8 10  23 15 41 N  4355908 E 13111488   2870   1877   1448   2282   8973   6254   6366   4420   3926   4239   6655   3184   4911   4650   5394   5800   4107      6      5      4      3      2  3.0
17  8 10  23 16 42 N  4355908 E 13111488   3166   2078   1596   2515   9841   6897   7072   4858   4305   4663   7314   3518   5421   5135   5917   6369   4516      6      5      4      3      2  3.0
17  8 10  23 17 43 N  4355908 E 13111488   2377   1599   1229   1920   7110   4963   4955   3702   3264   3491   5335   2580   3920   3696   4416   4720   3312      6      5      4      3      2  3.0
17  8 10  23 18 44 N  4355908 E 13111488   2256   1557   1193   1869   6759   4703   4623   3588   3145   3362   5076   2463   3713   3513   4251   4530   3159      6      5      4      3      2  3.0
17  8 10  23 19 45 N  4355908 E 13111488   2089   1458   1114   1740   6114   4230   4123   3339   2926   3110   4639   2248   3375   3190   3924   4160   2900      6      5      4      3      2  3.0
17  8 10  23 20 46 N  4355908 E 13111488   2478   1713   1306   2046   7411   5135   5147   3913   3424   3684   5567   2699   4084   3864   4651   4947   3460      6      5      4      3      2  3.0
17  8 10  23 21 47 N  4355908 E 13111488   3505   2360   1779   2797  10810   7555   7812   5376   4755   5113   8009   3878   5948   5640   6490   6966   4944      6      5      4      3      2  3.0
17  8 10  23 22 48 N  4355908 E 13111488   3487   2370   1783   2802  10746   7476   7725   5350   4741   5077   7939   3853   5893   5586   6442   6915   4903      6      5      4      3      2  3.0
17  8 10  23 23 49 N  4355908 E 13111488   3185   2173   1630   2554   9747   6787   6990   4886   4324   4632   7217   3504   5346   5065   5878   6311   4462      6      5      4      3      2  3.0
17  8 10  23 24 50 N  4355908 E 13111488   3189   2185   1639   2568   9762   6797   7008   4900   4325   4633   7207   3506   5336   5058   5871   6296   4452      6      5      4      3      2  3.0
17  8 10  23 25 51 N  4355908 E 13111488   2974   2055   1543   2411   9055   6319   6471   4596   4046   4335   6704   3279   4957   4694   5490   5874   4145      6      5      4      3      2  3.0
17  8 10  23 26 52 N  4355908 E 13111488   1943   1367   1031   1598   5822   4006   4044   3018   2659   2820   4277   2109   3160   2970   3571   3809   2660      6      5      4      3      2  3.0
17  8 10  23 27 53 N  4355908 E 13111488    684    501    411    610   2044   1449   1357   1140    959   1036   1533    778   1113   1020   1300   1408    940      6      5      4      3      2  3.0
17  8 10  23 28 54 N  4355908 E 13111488      4     17     41     18     27      0     23      8      7      0      0      0      0      0      0      0      0      6      5      4      3      2  3.0
17  8 10  23 29 55 N  4355908 E 13111488   2102   1497   1109   1721   6236   4334   4380   3255   2862   3041   4620   2272   3401   3209   3853   4093   2882      6      5      4      3      2  3.0
17  8 10  23 30 56 N  4355908 E 13111488   3287   2321   1707   2677   9937   6935   7140   5053   4440   4750   7344   3617   5446   5163   6022   6430   4540      6      5      4      3      2  3.0
17  8 10  23 31 57 N  4355908 E 13111488   3680   2632   1916   3013  11068   7717   7993   5673   4990   5309   8182   4038   6070   5769   6725   7166   5067      6      5      4      3      2  3.0
17  8 10  23 32 58 N  4355908 E 13111488   2954   2153   1562   2446   8672   6099   5892   4596   4027   4258   6464   3203   4757   4507   5371   5707   3995      6      5      4      3      2  3.0
17  8 10  23 33 59 N  4355908 E 13111488   2989   2197   1592   2497   8812   6072   6113   4679   4108   4313   6509   3241   4800   4552   5440   5754   4039      6      5      4      3      2  3.0
17  8 10  23 35  0 N  4355908 E 13111488   3577   2637   1903   2989  10547   7330   7558   5576   4908   5162   7829   3896   5788   5496   6502   6883   4851      6      5      4      3      2  3.0
17  8 10  23 36  1 N  4355908 E 13111488   3552   2636   1893   2977  10459   7258   7490   5544   4861   5107   7734   3862   5720   5428   6442   6814   4790      6      5      4      3      2  3.0
17  8 10  23 37  2 N  4355908 E 13111488   3655   2723   1954   3065  10715   7448   7689   5706   4993   5255   7951   3977   5878   5582   6623   7000   4927      6      5      4      3      2  3.0
17  8 10  23 38  3 N  4355908 E 13111488   3164   2387   1710   2673   9136   6349   6500   4974   4338   4544   6788   3416   5002   4745   5724   6034   4225      6      5      4      3      2  3.0
17  8 10  23 39  4 N  4355908 E 13111488   3409   2582   1837   2882   9958   6919   7130   5361   4685   4897   7359   3704   5434   5164   6174   6506   4566      6      5      4      3      2  3.0
17  8 10  23 40  5 N  4355908 E 13111488   1289   1012    744   1141   3693   2574   2542   2107   1805   1894   2750   1400   2006   1878   2374   2495   1718      6      5      4      3      2  3.0
17  8 10  23 41  6 N  4355908 E 13111488    211    178    153    197    630    398    410    354    292    293    418    217    303    236    369    394    261      6      5      4      3      2  3.0
17  8 10  23 42  7 N  4355908 E 13111488      5     18     40     18     27      0     23      8      7      0      0      0      0      0      1      0      0      6      5      4      3      2  3.0
17  8 10  23 43  8 N  4355908 E 13111488    679    564    408    570   2023   1268   1327   1158   1024    980   1352    630    956    854   1278   1177    926      6      5      4      3      2  3.0
17  8 10  23 44  9 N  4355908 E 13111488     23     36     51     35     74     29     50     42     34     24     34     18     23      0     34     33     22      6      5      4      3      2  3.0
17  8 10  23 45 10 N  4355908 E 13111488      5     18     40     17     27      0     23      8      7      0      0      0      0      0      1      0      0      6      5      4      3      2  3.0
18  8 10   0  9 57 N  4355908 E 13111488   3880   3314   2155   3392  11083   7416   7813   6087   5506   5345   7891   4155   5821   5546   6768   7025   4921      6      5      4      3      2  3.0
18  8 10   0 10 57 N  4355908 E 13111488   4029   3347   2228   3464  11009   7633   7900   6186   5350   5521   8128   4293   5995   5712   6921   7213   5049      6      5      4      3      2  3.0
18  8 10   0 11 58 N  4355908 E 13111488   3973   3290   2194   3398  10834   7508   7767   6078   5249   5422   8004   4237   5912   5639   6821   7114   4975      6      5      4      3      2  3.0
18  8 10   0 12 59 N  4355908 E 13111488   3887   3209   2141   3322  10679   7422   7661   5931   5109   5301   7871   4179   5810   5535   6660   6968   4876      6      5      4      3      2  3.0
18  8 10   0 14  0 N  4355908 E 13111488   4044   3336   2224   3446  11159   7778   8030   6127   5294   5503   8191   4357   6051   5765   6893   7221   5070      6      5      4      3      2  3.0
18  8 10   0 15  1 N  4355908 E 13111488   4065   3409   2248   3493  11012   7626   7904   6219   5373   5523   8131   4336   6003   5723   6923   7205   5046      6      5      4      3      2  3.0
18  8 10   0 16  2 N  4355908 E 13111488   4097   3506   2299   3579  10940   7549   7812   6353   5468   5582   8104   4329   5957   5686   6977   7208   5034      6      5      4      3      2  3.0
18  8 10   0 17  3 N  4355908 E 13111488   4294   3725   2429   3786  11348   7832   8092   6691   5765   5844   8423   4518   6193   5914   7308   7532   5253      6      5      4      3      2  3.0
18  8 10   0 18  4 N  4355908 E 13111488   4295   3741   2437   3802  11294   7790   8052   6698   5749   5848   8394   4503   6172   5894   7298   7509   5234      6      5      4      3      2  3.0
18  8 10   0 19  5 N  4355908 E 13111488   4287   3719   2417   3767  11325   7807   8075   6642   5728   5817   8388   4501   6168   5889   7279   7510   5228      6      5      4      3      2  3.0
18  8 10   0 20  6 N  4355908 E 13111488   4262   3681   2396   3731  11237   7774   8042   6581   5649   5764   8333   4480   6142   5861   7208   7445   5201      6      5      4      3      2  3.0
18  8 10   0 21  7 N  4355908 E 13111488   4292   3708   2405   3749  11340   7837   8106   6612   5682   5793   8398   4526   6180   5897   7237   7498   5230      6      5      4      3      2  3.0
18  8 10   0 22  8 N  4355908 E 13111488   4223   3664   2373   3693  11107   7689   7934   6514   5593   5701   8227   4456   6069   5793   7119   7356   5132      6      5      4      3      2  3.0
18  8 10   0 23  9 N  4355908 E 13111488   4285   3747   2418   3773  11244   7747   8025   6623   5692   5780   8320   4508   6120   5844   7217   7430   5186      6      5      4      3      2  3.0
18  8 10   0 24 10 N  4355908 E 13111488   4370   3851   2470   3854  11370   7830   8107   6748   5793   5858   8424   4581   6194   5918   7334   7553   5261      6      5      4      3      2  3.0
18  8 10   0 25 11 N  4355908 E 13111488   4387   3868   2484   3865  11371   7852   8102   6780   5801   5890   8445   4601   6207   5935   7356   7556   5273      6      5      4      3      2  3.0
18  8 10   0 26 12 N  4355908 E 13111488   4231   3720   2393   3719  10975   7592   7822   6521   5585   5675   8147   4450   5986   5722   7090   7288   5081      6      5      4      3      2  3.0
18  8 10   0 27 13 N  4355908 E 13111488   4087   3559   2292   3560  10677   7393   7611   6257   5362   5454   7889   4321   5819   5555   6825   7047   4925      6      5      4      3      2  3.0
18  8 10   0 28 14 N  4355908 E 13111488   3736   3267   2097   3252   9736   6713   6897   5711   4908   4978   7188   3935   5290   5047   6229   6441   4488      6      5      4      3      2  3.0
18  8 10   0 29 15 N  4355908 E 13111488   3772   3297   2114   3279   9794   6764   6931   5749   4928   5012   7230   3975   5321   5075   6276   6472   4513      6      5      4      3      2  3.0
18  8 10   0 30 16 N  4355908 E 13111488   3998   3445   2216   3438  10550   7304   7532   6052   5186   5312   7767   4263   5718   5453   6648   6902   4827      6      5      4      3      2  3.0
18  8 10   0 31 17 N  4355908 E 13111488   4105   3577   2283   3547  10776   7419   7655   6217   5350   5439   7917   4354   5828   5561   6807   7048   4925      6      5      4      3      2  3.0
18  8 10   0 32 18 N  4355908 E 13111488   4107   3601   2291   3562  10683   7365   7595   6230   5357   5436   7867   4325   5796   5530   6792   7018   4907      6      5      4      3      2  3.0
18  8 10   0 33 19 N  4355908 E 13111488   4319   3830   2427   3775  11131   7686   7922   6585   5639   5706   8214   4540   6051   5783   7140   7368   5131      6      5      4      3      2  3.0
18  8 10   0 34 20 N  4355908 E 13111488   4414   3950   2498   3883  11271   7787   8015   6753   5768   5847   8347   4627   6139   5868   7287   7477   5210      6      5      4      3      2  3.0
18  8 10   0 35 21 N  4355908 E 13111488   4358   3910   2463   3839  11107   7637   7877   6664   5711   5752   8214   4563   6040   5775   7179   7363   5130      6      5      4      3      2  3.0
18  8 10   0 36 22 N  4355908 E 13111488   4446   4047   2533   3955  11194   7703   7944   6836   5835   5852   8276   4607   6085   5822   7293   7463   5191      6      5      4      3      2  3.0
18  8 10   0 37 23 N  4355908 E 13111488   4528   4166   2600   4056  11338   7785   8028   6997   5974   5980   8415   4691   6164   5901   7437   7570   5261      6      5      4      3      2  3.0
18  8 10   0 38 24 N  4355908 E 13111488   4575   4204   2618   4086  11437   7880   8120   7062   6020   6022   8500   4745   6232   5964   7487   7645   5304      6      5      4      3      2  3.0
18  8 10   0 39 25 N  4355908 E 13111488   4546   4160   2597   4048  11400   7846   8092   6993   5961   5977   8445   4719   6207   5940   7447   7599   5284      6      5      4      3      2  3.0
18  8 10   0 40 26 N  4355908 E 13111488   4607   4216   2622   4092  11571   7945   8199   7056   6037   6043   8556   4778   6297   6017   7528   7690   5349      6      5      4      3      2  3.0
18  8 10   0 41 27 N  4355908 E 13111488   4548   4154   2584   4040  11437   7850   8093   6953   5941   5955   8451   4712   6206   5941   7430   7596   5289      6      5      4      3      2  3.0
18  8 10   0 42 28 N  4355908 E 13111488   4289   3926   2444   3807  10748   7362   7571   6567   5610   5616   7938   4415   5822   5568   6997   7152   4962      6      5      4      3      2  3.0
18  8 10   0 43 29 N  4355908 E 13111488   4328   3962   2461   3832  10862   7439   7652   6606   5654   5655   8010   4457   5880   5623   7041   7202   5003      6      5      4      3      2  3.0
18  8 10   0 44 30 N  4355908 E 13111488   4308   3934   2442   3803  10785   7398   7603   6565   5602   5621   7965   4439   5853   5597   7007   7176   4991      6      5      4      3      2  3.0
18  8 10   0 45 31 N  4355908 E 13111488   4344   4023   2490   3880  10776   7395   7575   6678   5694   5681   7992   4458   5846   5592   7060   7196   4987      6      5      4      3      2  3.0
18  8 10   0 46 32 N  4355908 E 13111488   4276   3975   2450   3820  10561   7225   7404   6559   5595   5566   7805   4363   5722   5475   6930   7062   4893      6      5      4      3      2  3.0
18  8 10   0 47 33 N  4355908 E 13111488   4473   4169   2573   4003  10982   7560   7752   6868   5848   5837   8163   4573   5969   5713   7233   7371   5115      6      5      4      3      2  3.0
18  8 10   0 48 34 N  4355908 E 13111488   4751   4468   2756   4293  11615   7986   8199   7328   6215   6200   8642   4857   6320   6055   7696   7806   5414      6      5      4      3      2  3.0
18  8 10   0 49 35 N  4355908 E 13111488   4773   4526   2774   4322  11549   7939   8153   7363   6248   6206   8597   4862   6290   6028   7688   7781   5387      6      5      4      3      2  3.0
18  8 10   0 50 36 N  4355908 E 13111488   4922   4707   2864   4473  11833   8103   8350   7617   6469   6387   8802   5002   6450   6181   7905   7989   5527      6      5      4      3      2  3.0
18  8 10   0 51 37 N  4355908 E 13111488   4950   4783   2898   4529  11778   8071   8305   7690   6521   6416   8776   5004   6413   6157   7957   7995   5524      6      5      4      3      2  3.0
18  8 10   0 52 38 N  4355908 E 13111488   4989   4840   2932   4575  11798   8085   8307   7766   6570   6464   8820   5036   6433   6177   7999   8019   5549      6      5      4      3      2  3.0
18  8 10   0 53 39 N  4355908 E 13111488   5073   4971   3002   4688  11902   8139   8370   7937   6712   6570   8900   5083   6483   6224   8096   8121   5588      6      5      4      3      2  3.0
18  8 10   0 54 40 N  4355908 E 13111488   4992   4830   2922   4565  11814   8087   8321   7747   6559   6440   8829   5042   6452   6189   7985   8029   5542      6      5      4      3      2  3.0
18  8 10   0 55 41 N  4355908 E 13111488   4992   4861   2942   4590  11735   8037   8250   7762   6571   6460   8790   5029   6400   6146   7961   8014   5526      6      5      4      3      2  3.0
18  8 10   0 56 42 N  4355908 E 13111488   5014   4862   2938   4589  11797   8068   8301   7760   6578   6462   8805   5045   6420   6163   7983   8016   5533      6      5      4      3      2  3.0
18  8 10   0 57 43 N  4355908 E 13111488   5008   4858   2931   4572  11776   8079   8295   7743   6545   6460   8813   5049   6426   6165   7980   8009   5534      6      5      4      3      2  3.0
18  8 10   0 58 44 N  4355908 E 13111488   5126   5014   3019   4712  11964   8196   8421   7958   6730   6605   8963   5142   6527   6273   8151   8165   5631      6      5      4      3      2  3.0
18  8 10   0 59 45 N  4355908 E 13111488   5061   4981   2999   4677  11762   8074   8267   7888   6654   6536   8807   5059   6413   6162   8045   8036   5552      6      5      4      3      2  3.0
18  8 10   1  0 46 N  4355908 E 13111488   5159   5101   3058   4776  11917   8160   8377   8043   6800   6639   8943   5145   6509   6256   8181   8173   5622      6      5      4      3      2  3.0
18  8 10   1  1 47 N  4355908 E 13111488   5160   5103   3050   4754  11914   8135   8359   8004   6749   6586   8895   5111   6481   6230   8148   8141   5610      6      5      4      3      2  3.0
18  8 10   1  2 48 N  4355908 E 13111488   5189   5170   3093   4816  11868   8134   8347   8088   6798   6660   8920   5147   6491   6237   8188   8163   5619      6      5      4      3      2  3.0
18  8 10   1  3 49 N  4355908 E 13111488   5142   5140   3057   4773  11730   8013   8242   8021   6756   6566   8791   5076   6397   6146   8096   8048   5539      6      5      4      3      2  3.0
18  8 10   1  4 50 N  4355908 E 13111488   5247   5244   3125   4877  11960   8205   8403   8174   6863   6716   8992   5195   6549   6296   8258   8234   5669      6      5      4      3      2  3.0
18  8 10   1  5 51 N  4355908 E 13111488   5185   5200   3088   4815  11758   8045   8264   8063   6790   6607   8832   5102   6416   6167   8126   8097   5566      6      5      4      3      2  3.0
18  8 10   1  6 52 N  4355908 E 13111488   5243   5260   3119   4868  11935   8141   8374   8150   6882   6669   8935   5158   6506   6252   8214   8189   5630      6      5      4      3      2  3.0
18  8 10   1  7 53 N  4355908 E 13111488   5182   5166   3065   4787  11853   8085   8318   8019   6760   6585   8853   5092   6453   6200   8110   8104   5572      6      5      4      3      2  3.0
18  8 10   1  8 54 N  4355908 E 13111488   5247   5205   3090   4820  12026   8224   8446   8101   6826   6659   8986   5169   6550   6292   8220   8225   5660      6      5      4      3      2  3.0
18  8 10   1  9 55 N  4355908 E 13111488   5137   5082   3026   4723  11829   8110   8317   7915   6668   6539   8850   5083   6451   6194   8064   8061   5564      6      5      4      3      2  3.0
18  8 10   1 10 56 N  4355908 E 13111488   5168   5125   3046   4752  11854   8117   8329   7960   6720   6546   8840   5102   6451   6197   8063   8086   5569      6      5      4      3      2  3.0
18  8 10   1 11 57 N  4355908 E 13111488   5205   5191   3076   4802  11820   8092   8298   8043   6760   6592   8838   5127   6450   6197   8117   8088   5576      6      5      4      3      2  3.0
18  8 10   1 12 58 N  4355908 E 13111488   5245   5269   3114   4855  11821   8093   8297   8111   6813   6644   8872   5142   6457   6201   8159   8130   5591      6      5      4      3      2  3.0
18  8 10   1 13 59 N  4355908 E 13111488   5309   5365   3159   4927  11919   8140   8340   8218   6927   6704   8930   5197   6494   6243   8240   8192   5635      6      5      4      3      2  3.0
18  8 10   1 15  0 N  4355908 E 13111488   5302   5329   3153   4915  11933   8164   8359   8180   6871   6690   8942   5188   6509   6253   8226   8202   5637      6      5      4      3      2  3.0
18  8 10   1 16  1 N  4355908 E 13111488   5275   5271   3116   4854  11932   8172   8378   8109   6822   6647   8930   5179   6505   6253   8174   8162   5626      6      5      4      3      2  3.0
18  8 10   1 17  2 N  4355908 E 13111488   5181   5142   3040   4743  11839   8111   8318   7922   6673   6518   8833   5108   6448   6192   8032   8058   5560      6      5      4      3      2  3.0
18  8 10   1 18  3 N  4355908 E 13111488   5192   5184   3053   4767  11811   8062   8280   7960   6704   6525   8802   5091   6412   6162   8035   8044   5551      6      5      4      3      2  3.0
18  8 10   1 19  4 N  4355908 E 13111488   5186   5185   3051   4760  11751   8040   8243   7947   6695   6526   8785   5089   6393   6144   8020   8021   5530      6      5      4      3      2  3.0
18  8 10   1 20  5 N  4355908 E 13111488   5304   5326   3133   4888  11945   8173   8376   8146   6851   6666   8929   5205   6500   6244   8185   8159   5618      6      5      4      3      2  3.0
18  8 10   1 21  6 N  4355908 E 13111488   5338   5411   3173   4946  11886   8143   8340   8219   6898   6698   8921   5218   6488   6243   8233   8182   5622      6      5      4      3      2  3.0
18  8 10   1 22  7 N  4355908 E 13111488   5395   5471   3201   4985  11985   8210   8399   8291   6971   6744   8981   5266   6532   6278   8299   8237   5656      6      5      4      3      2  3.0
18  8 10   1 23  8 N  4355908 E 13111488   5425   5533   3234   5042  12026   8203   8407   8356   7037   6793   8997   5280   6538   6288   8334   8282   5673      6      5      4      3      2  3.0
18  8 10   1 24  9 N  4355908 E 13111488   5449   5562   3239   5057  12065   8218   8440   8379   7042   6796   9028   5297   6554   6307   8357   8283   5700      6      5      4      3      2  3.0
18  8 10   1 25 10 N  4355908 E 13111488   5415   5502   3208   5007  11999   8197   8400   8304   6963   6750   8993   5266   6527   6278   8288   8238   5658      6      5      4      3      2  3.0
18  8 10   1 26 11 N  4355908 E 13111488   5385   5434   3167   4950  12048   8218   8430   8227   6918   6694   8977   5263   6543   6290   8234   8217   5657      6      5      4      3      2  3.0
18  8 10   1 27 12 N  4355908 E 13111488   5258   5299   3096   4825  11736   8040   8229   8031   6737   6551   8785   5138   6396   6148   8051   8038   5524      6      5      4      3      2  3.0
18  8 10   1 28 13 N  4355908 E 13111488   5336   5413   3145   4905  11839   8075   8281   8119   6837   6619   8847   5175   6427   6180   8148   8096   5569      6      5      4      3      2  3.0
18  8 10   1 29 14 N  4355908 E 13111488   5354   5430   3162   4921  11916   8137   8352   8175   6882   6663   8896   5211   6484   6229   8187   8138   5596      6      5      4      3      2  3.0
18  8 10   1 30 15 N  4355908 E 13111488   5453   5561   3220   5024  12067   8250   8447   8318   6990   6750   9017   5297   6569   6318   8304   8272   5682      6      5      4      3      2  3.0
18  8 10   1 31 16 N  4355908 E 13111488   5573   5717   3309   5160  12192   8315   8520   8510   7146   6899   9125   5370   6635   6384   8468   8390   5763      6      5      4      3      2  3.0
18  8 10   1 32 17 N  4355908 E 13111488   5442   5597   3227   5026  11886   8099   8311   8329   6995   6736   8914   5247   6472   6229   8259   8184   5623      6      5      4      3      2  3.0
18  8 10   1 33 18 N  4355908 E 13111488   5393   5526   3186   4973  11819   8042   8247   8221   6921   6653   8821   5200   6417   6179   8172   8104   5562      6      5      4      3      2  3.0
18  8 10   1 34 19 N  4355908 E 13111488   5396   5502   3184   4960  11834   8082   8287   8210   6897   6664   8860   5201   6436   6191   8183   8121   5579      6      5      4      3      2  3.0
18  8 10   1 35 20 N  4355908 E 13111488   5440   5561   3219   5012  11923   8147   8337   8293   6945   6715   8933   5249   6484   6232   8259   8195   5626      6      5      4      3      2  3.0
18  8 10   1 36 21 N  4355908 E 13111488   5357   5436   3152   4901  11777   8057   8253   8123   6807   6609   8826   5177   6413   6167   8123   8087   5562      6      5      4      3      2  3.0
18  8 10   1 37 22 N  4355908 E 13111488   5239   5354   3085   4804  11475   7822   8034   7964   6683   6450   8576   5049   6228   5991   7927   7872   5401      6      5      4      3      2  3.0
18  8 10   1 38 23 N  4355908 E 13111488   4920   5043   2911   4536  10670   7245   7364   7494   6275   6057   7983   4695   5786   5558   7417   7362   5032      6      5      4      3      2  3.0
18  8 10   1 39 24 N  4355908 E 13111488   2590   2743   1599   2468   5291   3578   3446   4066   3359   3192   4016   2387   2863   2735   3893   3820   2552      6      5      4      3      2  3.0
18  8 10   1 40 25 N  4355908 E 13111488   3134   3305   1912   2971   6617   4478   4424   4902   4085   3885   4975   2957   3569   3419   4744   4666   3148      6      5      4      3      2  3.0
18  8 10   1 41 26 N  4355908 E 13111488   5152   5321   3058   4763  11099   7589   7732   7850   6572   6334   8336   4929   6038   5812   7761   7680   5258      6      5      4      3      2  3.0
18  8 10   1 42 27 N  4355908 E 13111488   4911   5076   2911   4536  10537   7161   7272   7472   6267   6012   7891   4681   5715   5494   7378   7292   4971      6      5      4      3      2  3.0
18  8 10   1 43 28 N  4355908 E 13111488   5139   5325   3058   4763  11039   7535   7657   7854   6550   6309   8297   4896   5991   5767   7735   7655   5227      6      5      4      3      2  3.0
18  8 10   1 44 29 N  4355908 E 13111488   5428   5627   3217   5018  11688   7932   8126   8236   6935   6638   8735   5179   6335   6104   8137   8056   5515      6      5      4      3      2  3.0
18  8 10   1 45 30 N  4355908 E 13111488   5650   5877   3353   5223  12088   8207   8411   8597   7224   6902   9040   5367   6557   6313   8453   8339   5718      6      5      4      3      2  3.0
18  8 10   1 46 31 N  4355908 E 13111488   5666   5914   3377   5274  12098   8254   8430   8647   7228   6921   9067   5408   6587   6342   8481   8359   5722      6      5      4      3      2  3.0
18  8 10   1 47 32 N  4355908 E 13111488   5745   6010   3434   5355  12196   8319   8499   8760   7332   7019   9170   5480   6652   6410   8594   8464   5798      6      5      4      3      2  3.0
18  8 10   1 48 33 N  4355908 E 13111488   5797   6090   3468   5407  12259   8354   8555   8847   7404   7071   9221   5523   6685   6445   8656   8521   5847      6      5      4      3      2  3.0
18  8 10   1 49 34 N  4355908 E 13111488   5711   5991   3405   5310  12089   8229   8417   8692   7281   6955   9083   5439   6575   6342   8519   8395   5737      6      5      4      3      2  3.0
18  8 10   1 50 35 N  4355908 E 13111488   5656   5931   3371   5249  11925   8113   8302   8582   7195   6862   8948   5352   6480   6244   8400   8275   5653      6      5      4      3      2  3.0
18  8 10   1 51 36 N  4355908 E 13111488   5541   5807   3312   5161  11661   7954   8111   8448   7030   6747   8782   5253   6346   6114   8233   8121   5540      6      5      4      3      2  3.0
18  8 10   1 52 37 N  4355908 E 13111488   5680   5945   3390   5269  12018   8201   8368   8617   7211   6903   9034   5410   6538   6304   8454   8339   5697      6      5      4      3      2  3.0
18  8 10   1 53 38 N  4355908 E 13111488   5743   5999   3421   5318  12160   8320   8499   8711   7286   6987   9138   5489   6625   6380   8547   8428   5772      6      5      4      3      2  3.0
18  8 10   1 54 39 N  4355908 E 13111488   5799   6046   3449   5355  12275   8372   8563   8779   7346   7034   9208   5531   6684   6441   8619   8501   5820      6      5      4      3      2  3.0
18  8 10   1 55 40 N  4355908 E 13111488   5695   5947   3376   5263  12047   8201   8393   8609   7218   6894   9024   5426   6541   6303   8442   8320   5704      6      5      4      3      2  3.0
18  8 10   1 56 41 N  4355908 E 13111488   5682   5943   3368   5241  11989   8153   8355   8577   7200   6851   8977   5392   6513   6279   8404   8276   5665      6      5      4      3      2  3.0
18  8 10   1 57 42 N  4355908 E 13111488   5610   5863   3331   5188  11871   8071   8257   8480   7106   6786   8892   5354   6450   6213   8309   8200   5616      6      5      4      3      2  3.0
18  8 10   1 58 43 N  4355908 E 13111488   5379   5661   3223   4999  11270   7713   7855   8174   6814   6525   8502   5118   6145   5917   7975   7842   5367      6      5      4      3      2  3.0
18  8 10   1 59 44 N  4355908 E 13111488   5395   5662   3211   4994  11302   7674   7834   8144   6823   6514   8484   5093   6145   5919   7980   7850   5365      6      5      4      3      2  3.0
18  8 10   2  0 45 N  4355908 E 13111488   5728   5999   3402   5293  12025   8230   8412   8671   7222   6913   9050   5425   6555   6322   8478   8350   5724      6      5      4      3      2  3.0
18  8 10   2  1 46 N  4355908 E 13111488   5789   6076   3435   5349  12126   8254   8451   8722   7305   6961   9099   5481   6586   6350   8529   8402   5745      6      5      4      3      2  3.0
18  8 10   2  2 47 N  4355908 E 13111488   5759   6048   3420   5326  12061   8226   8400   8694   7268   6939   9060   5450   6558   6324   8495   8360   5712      6      5      4      3      2  3.0
18  8 10   2  3 48 N  4355908 E 13111488   5723   6005   3400   5285  11953   8172   8348   8634   7226   6904   9005   5426   6522   6285   8437   8313   5687      6      5      4      3      2  3.0
18  8 10   2  4 49 N  4355908 E 13111488   5705   5994   3373   5259  11938   8119   8327   8590   7206   6857   8967   5421   6489   6256   8414   8287   5658      6      5      4      3      2  3.0
18  8 10   2  5 50 N  4355908 E 13111488   5807   6114   3437   5345  12127   8247   8445   8715   7301   6954   9076   5490   6580   6339   8520   8390   5747      6      5      4      3      2  3.0
18  8 10   2  6 51 N  4355908 E 13111488   5725   6005   3380   5265  11994   8174   8350   8590   7196   6862   8987   5435   6521   6284   8430   8299   5675      6      5      4      3      2  3.0
18  8 10   2  7 52 N  4355908 E 13111488   5747   6057   3413   5311  11984   8162   8352   8640   7229   6895   8988   5452   6506   6271   8439   8302   5672      6      5      4      3      2  3.0
18  8 10   2  8 53 N  4355908 E 13111488   5795   6109   3438   5372  12132   8245   8437   8742   7307   6957   9082   5501   6580   6344   8519   8387   5734      6      5      4      3      2  3.0
18  8 10   2  9 54 N  4355908 E 13111488   5611   5922   3323   5180  11692   7935   8130   8430   7062   6715   8747   5310   6331   6106   8219   8090   5524      6      5      4      3      2  3.0
18  8 10   2 10 55 N  4355908 E 13111488   5811   6165   3462   5390  12013   8198   8371   8756   7323   6967   9049   5516   6538   6306   8517   8374   5715      6      5      4      3      2  3.0
18  8 10   2 11 56 N  4355908 E 13111488   5741   6037   3394   5276  11945   8129   8316   8574   7196   6846   8945   5451   6486   6242   8378   8253   5646      6      5      4      3      2  3.0
18  8 10   2 12 57 N  4355908 E 13111488   5831   6172   3457   5395  12107   8227   8422   8762   7341   6969   9078   5549   6576   6344   8527   8391   5740      6      5      4      3      2  3.0
