DD  MM YY HH MM SS NS Lat     EW       Lon  K1     K2     K3     K4     K5     K6     K7     K8     K9    K10    K11    K12    K13    K14    K15    K16    K17   Pres    Tpr    Hum    Thm   Tbrd  Ubat
16  8 10   0 53 37 N  4355908 E 13111488   4423   4996   2872   4494   8887   6035   6144   7278   6037   5606   6791   4325   4844   4692   6767   6474   4394      6      5      4      3      2  3.0
16  8 10   0 54 39 N  4355908 E 13111488   4681   5229   3013   4717   9481   6437   6572   7643   6343   5928   7237   4577   5172   5004   7168   6887   4687      6      5      4      3      2  3.0
16  8 10   0 55 39 N  4355908 E 13111488   4164   4699   2702   4235   8429   5704   5794   6875   5697   5302   6433   4068   4589   4441   6407   6141   4163      6      5      4      3      2  3.0
16  8 10   0 56 41 N  4355908 E 13111488   5024   5624   3229   5060  10138   6888   7039   8216   6804   6354   7758   4885   5534   5363   7670   7365   5011      6      5      4      3      2  3.0
16  8 10   0 57 42 N  4355908 E 13111488   4741   5320   3055   4785   9553   6489   6615   7756   6419   5993   7310   4605   5206   5041   7236   6937   4714      6      5      4      3      2  3.0
16  8 10   0 58 43 N  4355908 E 13111488   4792   5404   3097   4848   9613   6551   6667   7865   6496   6062   7374   4652   5257   5091   7320   7015   4769      6      5      4      3      2  3.0
16  8 10   0 59 44 N  4355908 E 13111488   4462   5056   2891   4521   8897   6030   6137   7309   6039   5618   6789   4290   4846   4692   6784   6490   4403      6      5      4      3      2  3.0
16  8 10   1  0 45 N  4355908 E 13111488   4548   5181   2953   4619   8981   6085   6182   7475   6168   5709   6882   4361   4903   4751   6888   6575   4455      6      5      4      3      2  3.0
16  8 10   1  1 46 N  4355908 E 13111488   3596   4122   2351   3671   7018   4729   4727   5926   4876   4504   5363   3412   3810   3685   5430   5168   3484      6      5      4      3      2  3.0
16  8 10   1  2 47 N  4355908 E 13111488   4198   4794   2733   4277   8263   5609   5679   6904   5686   5285   6341   4024   4507   4363   6365   6067   4105      6      5      4      3      2  3.0
16  8 10   1  3 48 N  4355908 E 13111488   5038   5689   3236   5068  10003   6783   6930   8178   6761   6297   7651   4831   5453   5285   7594   7264   4945      6      5      4      3      2  3.0
16  8 10   1  4 49 N  4355908 E 13111488   5445   6165   3498   5480  10763   7317   7478   8848   7312   6811   8268   5226   5906   5726   8219   7849   5342      6      5      4      3      2  3.0
16  8 10   1  5 50 N  4355908 E 13111488   5031   5772   3262   5101   9805   6678   6467   8216   6774   6271   7542   4773   5355   5196   7561   7199   4884      6      5      4      3      2  3.0
16  8 10   1  6 50 N  4355908 E 13111488   4950   5711   3222   5047   9671   6441   6211   8121   6654   6186   7387   4669   5226   5074   7440   7064   4804      6      5      4      3      2  3.0
16  8 10   1  7 52 N  4355908 E 13111488   5777   6537   3711   5803  11417   7800   7984   9327   7697   7194   8780   5548   6272   6085   8682   8310   5673      6      5      4      3      2  3.0
16  8 10   1  8 53 N  4355908 E 13111488   6042   6871   3892   6083  11884   8105   8314   9761   8067   7515   9129   5786   6515   6323   9038   8643   5893      6      5      4      3      2  3.0
16  8 10   1  9 54 N  4355908 E 13111488   5837   6695   3772   5902  11315   7694   7866   9467   7813   7225   8702   5544   6208   6027   8697   8278   5637      6      5      4      3      2  3.0
16  8 10   1 10 55 N  4355908 E 13111488   5792   6662   3761   5879  11206   7640   7800   9415   7743   7181   8634   5505   6146   5969   8628   8214   5585      6      5      4      3      2  3.0
16  8 10   1 11 56 N  4355908 E 13111488   6265   7188   4035   6318  12163   8265   8494  10120   8361   7729   9351   5966   6672   6479   9303   8863   6048      6      5      4      3      2  3.0
16  8 10   1 12 57 N  4355908 E 13111488   6096   7022   3943   6176  11778   8016   8217   9860   8131   7523   9063   5797   6465   6271   9045   8603   5856      6      5      4      3      2  3.0
16  8 10   1 13 58 N  4355908 E 13111488   6281   7247   4074   6364  12066   8229   8428  10151   8358   7749   9315   5966   6631   6442   9301   8839   6021      6      5      4      3      2  3.0
16  8 10   1 14 59 N  4355908 E 13111488   6340   7362   4118   6434  12139   8261   8476  10254   8453   7791   9353   6013   6657   6468   9353   8880   6044      6      5      4      3      2  3.0
16  8 10   1 16  0 N  4355908 E 13111488   6213   7186   4030   6293  11879   8103   8277  10019   8246   7635   9159   5881   6532   6345   9163   8693   5924      6      5      4      3      2  3.0
16  8 10   1 17  1 N  4355908 E 13111488   6186   7177   4012   6280  11831   8042   8236   9971   8217   7577   9085   5836   6474   6293   9105   8638   5875      6      5      4      3      2  3.0
16  8 10   1 18  2 N  4355908 E 13111488   6363   7416   4134   6473  12124   8218   8442  10295   8504   7803   9326   6013   6639   6455   9359   8867   6028      6      5      4      3      2  3.0
16  8 10   1 19  3 N  4355908 E 13111488   6481   7541   4202   6571  12291   8354   8564  10431   8589   7908   9453   6107   6740   6551   9489   9000   6126      6      5      4      3      2  3.0
16  8 10   1 20  4 N  4355908 E 13111488   6444   7514   4184   6540  12192   8297   8512  10377   8540   7870   9393   6083   6700   6509   9443   8946   6082      6      5      4      3      2  3.0
16  8 10   1 21  5 N  4355908 E 13111488   6398   7431   4149   6488  12094   8238   8448  10293   8457   7803   9328   6036   6653   6464   9361   8873   6037      6      5      4      3      2  3.0
16  8 10   1 22  6 N  4355908 E 13111488   6539   7609   4242   6630  12345   8408   8614  10518   8650   7977   9523   6160   6783   6597   9555   9065   6163      6      5      4      3      2  3.0
16  8 10   1 23  7 N  4355908 E 13111488   6570   7674   4267   6663  12344   8413   8631  10553   8677   7985   9529   6158   6789   6602   9575   9073   6167      6      5      4      3      2  3.0
16  8 10   1 24  8 N  4355908 E 13111488   6465   7562   4187   6551  12125   8232   8445  10364   8529   7820   9327   6045   6651   6464   9391   8891   6036      6      5      4      3      2  3.0
16  8 10   1 25  9 N  4355908 E 13111488   5830   6835   3802   5941  10910   7431   7578   9407   7692   7089   8410   5431   5991   5824   8491   8038   5444      6      5      4      3      2  3.0
16  8 10   1 26 10 N  4355908 E 13111488   6357   7390   4110   6415  11942   8155   8355  10192   8347   7720   9206   5927   6578   6389   9265   8771   5974      6      5      4      3      2  3.0
16  8 10   1 27 11 N  4355908 E 13111488   5344   6247   3461   5407   9951   6741   6853   8586   7041   6433   7618   4906   5419   5263   7738   7316   4957      6      5      4      3      2  3.0
16  8 10   1 28 12 N  4355908 E 13111488   4557   5372   2979   4651   8470   5732   5794   7380   6041   5519   6480   4185   4601   4463   6614   6250   4211      6      5      4      3      2  3.0
16  8 10   1 29 13 N  4355908 E 13111488   3992   4686   2606   4057   7387   5010   5025   6456   5267   4826   5658   3646   4016   3886   5786   5473   3682      6      5      4      3      2  3.0
16  8 10   1 30 14 N  4355908 E 13111488   4135   4898   2710   4220   7591   5134   5162   6696   5462   4983   5815   3751   4121   3996   5970   5634   3786      6      5      4      3      2  3.0
16  8 10   1 31 15 N  4355908 E 13111488   4069   4804   2657   4144   7474   5054   5089   6578   5365   4896   5715   3691   4056   3927   5862   5534   3719      6      5      4      3      2  3.0
16  8 10   1 32 16 N  4355908 E 13111488   4488   5297   2921   4544   8197   5540   5604   7208   5886   5362   6267   4039   4454   4311   6432   6067   4085      6      5      4      3      2  3.0
16  8 10   1 33 17 N  4355908 E 13111488   4058   4785   2636   4099   7367   4969   5008   6503   5310   4822   5633   3637   3999   3866   5797   5465   3669      6      5      4      3      2  3.0
16  8 10   1 34 18 N  4355908 E 13111488   2869   3422   1901   2949   5149   3472   3427   4672   3793   3437   3948   2559   2787   2686   4109   3869   2574      6      5      4      3      2  3.0
16  8 10   1 35 19 N  4355908 E 13111488   3093   3693   2039   3169   5523   3716   3681   5018   4073   3685   4233   2751   2986   2884   4410   4142   2760      6      5      4      3      2  3.0
16  8 10   1 36 20 N  4355908 E 13111488   2797   3372   1869   2907   4941   3340   3247   4597   3716   3365   3825   2499   2688   2593   4028   3775   2499      6      5      4      3      2  3.0
16  8 10   1 37 21 N  4355908 E 13111488   2503   3016   1670   2593   4387   2944   2852   4103   3320   2991   3391   2203   2377   2288   3579   3353   2217      6      5      4      3      2  3.0
16  8 10   1 38 22 N  4355908 E 13111488   2425   2909   1622   2509   4230   2847   2745   3965   3200   2891   3271   2127   2291   2195   3458   3240   2140      6      5      4      3      2  3.0
16  8 10   1 39 23 N  4355908 E 13111488   2437   2938   1628   2523   4217   2833   2729   3982   3218   2898   3272   2134   2288   2196   3472   3255   2142      6      5      4      3      2  3.0
16  8 10   1 40 24 N  4355908 E 13111488   2694   3244   1789   2778   4690   3146   3053   4402   3562   3206   3629   2359   2543   2454   3835   3592   2378      6      5      4      3      2  3.0
16  8 10   1 41 25 N  4355908 E 13111488   2998   3549   1964   3041   5235   3520   3443   4809   3895   3522   4029   2614   2836   2728   4215   3956   2631      6      5      4      3      2  3.0
16  8 10   1 42 26 N  4355908 E 13111488   1262   1543    881   1349   2160   1451   1346   2135   1695   1519   1681   1107   1163   1097   1808   1705   1093      6      5      4      3      2  3.0
16  8 10   1 43 27 N  4355908 E 13111488      9     18     39     17     32      0     29      7      6      0      0      0      0      0      1      0      0      6      5      4      3      2  3.0
16  8 10   1 44 34 N  4355908 E 13111488   2499   3134   1651   2567   4474   2885   2896   4163   3438   2984   3368   2162   2358   2268   3615   3302   2262      6      5      4      3      2  3.0
16  8 10   1 45 35 N  4355908 E 13111488   2672   3225   1785   2767   4623   3113   2988   4362   3520   3173   3585   2344   2508   2418   3790   3552   2342      6      5      4      3      2  3.0
16  8 10   1 46 36 N  4355908 E 13111488   3003   3661   2006   3138   5250   3536   3395   4938   4011   3605   4085   2678   2861   2765   4310   4039   2671      6      5      4      3      2  3.0
16  8 10   1 47 37 N  4355908 E 13111488   5641   6684   3630   5682  10211   6909   7010   8915   7304   6658   7836   5079   5572   5416   7988   7535   5090      6      5      4      3      2  3.0
16  8 10   1 48 38 N  4355908 E 13111488   5893   6950   3794   5920  10659   7239   7332   9294   7594   6946   8216   5292   5823   5658   8354   7878   5324      6      5      4      3      2  3.0
16  8 10   1 49 39 N  4355908 E 13111488   5970   7042   3824   5972  10789   7299   7424   9385   7701   7008   8285   5322   5899   5724   8406   7936   5375      6      5      4      3      2  3.0
16  8 10   1 50 40 N  4355908 E 13111488   5369   6335   3446   5368   9636   6519   6594   8455   6921   6299   7402   4743   5260   5108   7540   7129   4813      6      5      4      3      2  3.0
16  8 10   1 51 41 N  4355908 E 13111488   4952   5836   3185   4958   8925   6051   6087   7806   6386   5820   6846   4386   4864   4719   6982   6597   4447      6      5      4      3      2  3.0
16  8 10   1 52 42 N  4355908 E 13111488   4832   5690   3108   4835   8679   5889   5914   7620   6211   5677   6669   4265   4734   4589   6802   6428   4337      6      5      4      3      2  3.0
16  8 10   1 53 43 N  4355908 E 13111488   4035   4796   2617   4064   7141   4825   4801   6403   5214   4723   5487   3541   3884   3759   5658   5329   3572      6      5      4      3      2  3.0
16  8 10   1 54 44 N  4355908 E 13111488   3764   4463   2437   3791   6702   4522   4505   5963   4860   4403   5128   3294   3624   3505   5283   4976   3328      6      5      4      3      2  3.0
16  8 10   1 55 45 N  4355908 E 13111488   4245   5028   2738   4257   7553   5099   5117   6696   5464   4956   5777   3730   4101   3968   5934   5595   3761      6      5      4      3      2  3.0
16  8 10   1 56 46 N  4355908 E 13111488   4695   5555   3019   4692   8388   5682   5710   7362   6026   5485   6435   4123   4563   4426   6570   6209   4181      6      5      4      3      2  3.0
16  8 10   1 57 47 N  4355908 E 13111488   4388   5225   2842   4425   7781   5261   5255   6955   5655   5136   5975   3855   4240   4111   6156   5798   3893      6      5      4      3      2  3.0
16  8 10   1 58 48 N  4355908 E 13111488   4569   5441   2948   4596   8076   5464   5475   7215   5883   5342   6223   4011   4410   4275   6393   6018   4037      6      5      4      3      2  3.0
16  8 10   1 59 49 N  4355908 E 13111488   5117   6085   3289   5113   9063   6127   6202   8031   6545   5938   6944   4493   4933   4783   7111   6695   4515      6      5      4      3      2  3.0
16  8 10   2  0 50 N  4355908 E 13111488   5381   6395   3459   5387   9594   6492   6573   8449   6904   6270   7355   4741   5228   5080   7518   7087   4779      6      5      4      3      2  3.0
16  8 10   2  1 51 N  4355908 E 13111488   4823   5763   3109   4836   8465   5721   5741   7575   6177   5597   6505   4208   4610   4472   6707   6299   4234      6      5      4      3      2  3.0
16  8 10   2  2 52 N  4355908 E 13111488   5814   6907   3731   5798  10270   6981   7062   9091   7408   6754   7919   5100   5618   5449   8069   7605   5140      6      5      4      3      2  3.0
16  8 10   2  3 53 N  4355908 E 13111488   5356   6389   3441   5354   9430   6377   6437   8371   6834   6199   7240   4684   5142   4989   7427   6990   4714      6      5      4      3      2  3.0
16  8 10   2  4 54 N  4355908 E 13111488   5441   6483   3495   5445   9577   6487   6548   8508   6937   6306   7373   4766   5238   5084   7550   7101   4783      6      5      4      3      2  3.0
16  8 10   2  5 55 N  4355908 E 13111488   4533   5419   2916   4538   7911   5328   5343   7107   5794   5217   6056   3917   4297   4165   6264   5880   3947      6      5      4      3      2  3.0
16  8 10   2  6 56 N  4355908 E 13111488   4861   5798   3121   4856   8502   5730   5750   7595   6194   5601   6515   4211   4616   4477   6707   6306   4246      6      5      4      3      2  3.0
16  8 10   2  7 57 N  4355908 E 13111488   5406   6457   3471   5400   9511   6450   6510   8458   6881   6260   7329   4731   5202   5054   7503   7064   4769      6      5      4      3      2  3.0
16  8 10   2  8 58 N  4355908 E 13111488   5850   6982   3733   5823  10365   7009   7137   9111   7453   6753   7945   5132   5656   5493   8102   7626   5163      6      5      4      3      2  3.0
16  8 10   2  9 59 N  4355908 E 13111488   6436   7628   4106   6392  11372   7717   7853   9976   8143   7420   8753   5642   6225   6048   8890   8381   5680      6      5      4      3      2  3.0
16  8 10   2 11  0 N  4355908 E 13111488   5950   7068   3804   5925  10543   7159   7266   9262   7547   6875   8097   5220   5773   5603   8239   7767   5251      6      5      4      3      2  3.0
16  8 10   2 12  1 N  4355908 E 13111488   6658   7894   4242   6606  11799   8013   8150  10322   8441   7696   9089   5830   6459   6277   9210   8690   5891      6      5      4      3      2  3.0
16  8 10   2 13  2 N  4355908 E 13111488   6520   7729   4147   6465  11578   7857   7998  10110   8264   7537   8908   5688   6340   6157   9016   8508   5781      6      5      4      3      2  3.0
16  8 10   2 14  3 N  4355908 E 13111488   6928   8184   4399   6852  12295   8361   8524  10700   8741   7984   9452   6038   6749   6556   9574   9046   6131      6      5      4      3      2  3.0
16  8 10   2 15  4 N  4355908 E 13111488   6391   7589   4062   6336  11324   7655   7798   9904   8118   7359   8692   5559   6176   5997   8804   8300   5627      6      5      4      3      2  3.0
16  8 10   2 16  5 N  4355908 E 13111488   6399   7591   4070   6337  11290   7621   7748   9902   8112   7352   8667   5540   6172   5986   8815   8313   5624      6      5      4      3      2  3.0
16  8 10   2 17  6 N  4355908 E 13111488   6910   8165   4368   6811  12337   8373   8555  10668   8760   7954   9485   6013   6754   6556   9545   9015   6127      6      5      4      3      2  3.0
16  8 10   2 18  7 N  4355908 E 13111488   6780   8009   4288   6682  12040   8148   8320  10426   8541   7771   9233   5869   6578   6390   9330   8818   5988      6      5      4      3      2  3.0
16  8 10   2 19  8 N  4355908 E 13111488   6701   7923   4237   6607  11954   8092   8266  10317   8459   7699   9155   5822   6526   6337   9231   8724   5937      6      5      4      3      2  3.0
16  8 10   2 20  9 N  4355908 E 13111488   6495   7675   4107   6395  11532   7802   7952  10004   8194   7460   8840   5615   6300   6114   8940   8444   5727      6      5      4      3      2  3.0
16  8 10   2 21 10 N  4355908 E 13111488   6841   8060   4316   6717  12181   8275   8445  10512   8600   7867   9375   5936   6692   6496   9446   8927   6070      6      5      4      3      2  3.0
16  8 10   2 22 11 N  4355908 E 13111488   6796   8030   4280   6671  12111   8201   8389  10420   8553   7782   9284   5895   6633   6436   9337   8843   6010      6      5      4      3      2  3.0
16  8 10   2 23 12 N  4355908 E 13111488   6932   8181   4369   6800  12303   8350   8530  10623   8689   7938   9447   6006   6741   6542   9518   9000   6124      6      5      4      3      2  3.0
16  8 10   2 24 13 N  4355908 E 13111488   7001   8295   4409   6866  12385   8373   8578  10728   8801   7997   9504   6075   6778   6582   9590   9065   6160      6      5      4      3      2  3.0
16  8 10   2 25 14 N  4355908 E 13111488   7009   8298   4419   6876  12395   8394   8593  10735   8796   8005   9510   6072   6782   6587   9601   9073   6163      6      5      4      3      2  3.0
16  8 10   2 26 15 N  4355908 E 13111488   6991   8286   4404   6868  12311   8334   8523  10699   8762   7965   9452   6045   6737   6540   9547   9027   6131      6      5      4      3      2  3.0
16  8 10   2 27 16 N  4355908 E 13111488   7010   8274   4406   6869  12352   8363   8536  10720   8771   7983   9487   6056   6766   6569   9565   9046   6147      6      5      4      3      2  3.0
16  8 10   2 28 17 N  4355908 E 13111488   5490   6513   3470   5393   9477   6404   6386   8434   6875   6228   7304   4668   5170   5018   7468   7047   4751      6      5      4      3      2  3.0
16  8 10   2 29 18 N  4355908 E 13111488   6587   7820   4154   6479  11694   7930   8074  10119   8289   7535   8977   5728   6396   6212   9081   8571   5836      6      5      4      3      2  3.0
16  8 10   2 30 19 N  4355908 E 13111488   6891   8147   4335   6763  12219   8262   8457  10543   8654   7870   9368   5972   6692   6495   9449   8925   6070      6      5      4      3      2  3.0
16  8 10   2 31 20 N  4355908 E 13111488   6931   8169   4336   6763  12318   8328   8515  10572   8694   7905   9442   6010   6734   6532   9490   8987   6111      6      5      4      3      2  3.0
16  8 10   2 32 21 N  4355908 E 13111488   6985   8227   4383   6817  12348   8385   8560  10640   8713   7963   9490   6043   6781   6583   9552   9042   6149      6      5      4      3      2  3.0
16  8 10   2 33 22 N  4355908 E 13111488   6923   8160   4343   6764  12278   8305   8472  10551   8642   7872   9386   5972   6698   6499   9450   8943   6074      6      5      4      3      2  3.0
16  8 10   2 34 23 N  4355908 E 13111488   6986   8250   4381   6829  12368   8364   8555  10641   8733   7932   9452   6022   6768   6561   9541   9013   6135      6      5      4      3      2  3.0
16  8 10   2 35 24 N  4355908 E 13111488   5816   6903   3672   5722  10141   6854   6736   8934   7307   6619   7792   4962   5514   5347   7950   7494   5058      6      5      4      3      2  3.0
16  8 10   2 36 25 N  4355908 E 13111488   6839   8061   4275   6664  12127   8196   8371  10420   8554   7773   9278   5889   6628   6428   9344   8850   6010      6      5      4      3      2  3.0
16  8 10   2 37 26 N  4355908 E 13111488   6830   8032   4276   6662  12110   8210   8356  10408   8531   7783   9304   5906   6641   6443   9348   8854   6019      6      5      4      3      2  3.0
16  8 10   2 38 27 N  4355908 E 13111488   6850   8087   4287   6673  12023   8140   8295  10429   8526   7763   9233   5885   6583   6387   9348   8821   5985      6      5      4      3      2  3.0
16  8 10   2 39 28 N  4355908 E 13111488   6840   8051   4270   6667  12153   8220   8377  10406   8563   7788   9297   5917   6630   6431   9346   8855   6014      6      5      4      3      2  3.0
16  8 10   2 40 29 N  4355908 E 13111488   6733   7953   4219   6572  11823   8005   8138  10249   8415   7651   9080   5798   6466   6276   9172   8666   5883      6      5      4      3      2  3.0
16  8 10   2 41 30 N  4355908 E 13111488   6483   7676   4077   6351  11350   7701   7810   9896   8097   7372   8743   5570   6224   6037   8849   8339   5663      6      5      4      3      2  3.0
16  8 10   2 42 31 N  4355908 E 13111488   6563   7776   4114   6415  11509   7778   7912  10028   8214   7442   8830   5619   6291   6103   8936   8437   5724      6      5      4      3      2  3.0
16  8 10   2 43 32 N  4355908 E 13111488   7037   8328   4407   6863  12335   8352   8516  10719   8774   7963   9473   6028   6753   6549   9567   9048   6152      6      5      4      3      2  3.0
16  8 10   2 44 33 N  4355908 E 13111488   6747   7987   4222   6590  11805   7979   8108  10277   8427   7649   9076   5772   6451   6264   9183   8677   5888      6      5      4      3      2  3.0
16  8 10   2 45 34 N  4355908 E 13111488   6026   7160   3782   5892  10504   7088   7177   9206   7535   6811   8042   5124   5725   5552   8187   7714   5219      6      5      4      3      2  3.0
16  8 10   2 46 35 N  4355908 E 13111488   5872   6953   3679   5731  10196   6876   6939   8944   7334   6630   7805   4977   5562   5386   7958   7498   5076      6      5      4      3      2  3.0
16  8 10   2 47 36 N  4355908 E 13111488   3261   3923   2083   3235   5540   3720   3661   5053   4111   3686   4241   2725   3000   2892   4428   4155   2765      6      5      4      3      2  3.0
16  8 10   2 48 37 N  4355908 E 13111488   2192   2651   1422   2196   3661   2442   2358   3426   2774   2470   2802   1810   1968   1879   2963   2779   1825      6      5      4      3      2  3.0
16  8 10   2 49 38 N  4355908 E 13111488   2264   2724   1466   2269   3822   2558   2472   3538   2859   2562   2919   1888   2054   1963   3074   2887   1897      6      5      4      3      2  3.0
16  8 10   2 51 12 N  4355908 E 13111488   2222   2715   1399   2177   3776   2433   2443   3442   2844   2463   2812   1799   1980   1890   2981   2772   1855      6      5      4      3      2  3.0
16  8 10   2 52 12 N  4355908 E 13111488   2098   2543   1359   2114   3520   2336   2250   3289   2676   2369   2681   1739   1879   1795   2840   2665   1746      6      5      4      3      2  3.0
16  8 10   2 53 13 N  4355908 E 13111488     15     19     37     17     37      1     33      7      6      0      0      0      0      0      0      0      0      6      5      4      3      2  3.0
16  8 10   2 54 14 N  4355908 E 13111488   3169   3853   1990   3104   5335   3523   3521   4876   3991   3528   4044   2598   2855   2748   4251   3958   2657      6      5      4      3      2  3.0
16  8 10   2 55 15 N  4355908 E 13111488   4001   4787   2523   3939   6780   4559   4516   6136   4987   4491   5194   3342   3670   3543   5396   5059   3380      6      5      4      3      2  3.0
16  8 10   2 56 16 N  4355908 E 13111488   4670   5595   2934   4601   8038   5413   5406   7172   5861   5283   6158   3952   4365   4228   6346   5966   4000      6      5      4      3      2  3.0
16  8 10   2 57 17 N  4355908 E 13111488   6209   7393   3885   6082  10755   7261   7325   9455   7735   7001   8254   5285   5859   5686   8405   7911   5346      6      5      4      3      2  3.0
16  8 10   2 58 18 N  4355908 E 13111488   6433   7653   4018   6295  11215   7580   7674   9788   8026   7275   8603   5485   6120   5936   8730   8236   5574      6      5      4      3      2  3.0
16  8 10   2 59 19 N  4355908 E 13111488   6351   7531   3962   6199  11050   7473   7563   9681   7923   7183   8506   5400   6054   5865   8616   8144   5500      6      5      4      3      2  3.0
16  8 10   3  0 20 N  4355908 E 13111488   6874   8163   4281   6693  11944   8093   8216  10432   8550   7760   9199   5856   6552   6357   9312   8786   5961      6      5      4      3      2  3.0
16  8 10   3  1 21 N  4355908 E 13111488   6640   7847   4140   6464  11593   7879   7980  10089   8221   7511   8928   5665   6360   6172   9023   8522   5782      6      5      4      3      2  3.0
16  8 10   3  2 22 N  4355908 E 13111488   6295   7450   3910   6118  11036   7451   7555   9566   7844   7115   8462   5357   6028   5836   8553   8083   5469      6      5      4      3      2  3.0
16  8 10   3  3 23 N  4355908 E 13111488   5557   6573   3472   5422   9739   6580   6627   8472   6923   6305   7460   4730   5303   5141   7585   7161   4842      6      5      4      3      2  3.0
16  8 10   3  4 24 N  4355908 E 13111488   5444   6418   3385   5284   9564   6452   6512   8280   6811   6156   7312   4630   5203   5038   7412   7022   4748      6      5      4      3      2  3.0
16  8 10   3  5 25 N  4355908 E 13111488   5620   6618   3495   5469   9870   6687   6729   8549   6990   6365   7568   4802   5385   5215   7668   7247   4901      6      5      4      3      2  3.0
16  8 10   3  6 26 N  4355908 E 13111488   5699   6756   3549   5539   9924   6674   6742   8651   7101   6427   7621   4835   5410   5245   7731   7302   4940      6      5      4      3      2  3.0
16  8 10   3  7 27 N  4355908 E 13111488   6240   7358   3867   6049  10965   7406   7491   9458   7777   7040   8408   5309   5971   5791   8485   8023   5442      6      5      4      3      2  3.0
16  8 10   3  8 28 N  4355908 E 13111488   4085   4873   2566   4007   7044   4737   4687   6265   5115   4609   5386   3414   3813   3683   5541   5230   3504      6      5      4      3      2  3.0
16  8 10   3  9 29 N  4355908 E 13111488   4213   5002   2634   4110   7253   4868   4837   6437   5255   4738   5549   3526   3929   3793   5701   5368   3600      6      5      4      3      2  3.0
16  8 10   3 10 30 N  4355908 E 13111488   6727   7931   4170   6520  11805   7996   8113  10176   8328   7594   9077   5729   6459   6256   9139   8643   5870      6      5      4      3      2  3.0
16  8 10   3 11 31 N  4355908 E 13111488   6805   8001   4195   6576  12062   8149   8287  10297   8471   7673   9228   5804   6582   6378   9253   8767   5959      6      5      4      3      2  3.0
16  8 10   3 12 32 N  4355908 E 13111488   6971   8156   4299   6715  12358   8392   8557  10531   8609   7891   9489   5976   6778   6568   9504   9009   6138      6      5      4      3      2  3.0
16  8 10   3 13 33 N  4355908 E 13111488   6884   8099   4243   6638  12203   8238   8403  10392   8561   7774   9342   5876   6673   6466   9376   8881   6051      6      5      4      3      2  3.0
16  8 10   3 14 34 N  4355908 E 13111488   7021   8235   4333   6774  12428   8426   8559  10593   8702   7932   9543   6009   6799   6591   9559   9071   6168      6      5      4      3      2  3.0
16  8 10   3 15 35 N  4355908 E 13111488   7042   8258   4360   6808  12438   8455   8581  10653   8696   7961   9563   6033   6826   6616   9577   9081   6189      6      5      4      3      2  3.0
16  8 10   3 16 36 N  4355908 E 13111488   7012   8249   4326   6775  12381   8350   8522  10582   8702   7903   9494   5988   6755   6546   9507   9013   6130      6      5      4      3      2  3.0
16  8 10   3 17 37 N  4355908 E 13111488   7008   8254   4340   6785  12354   8359   8500  10576   8690   7901   9474   5986   6754   6551   9499   9007   6124      6      5      4      3      2  3.0
16  8 10   3 18 38 N  4355908 E 13111488   6980   8206   4302   6735  12345   8348   8507  10524   8651   7870   9465   5970   6753   6547   9463   8988   6116      6      5      4      3      2  3.0
16  8 10   3 19 39 N  4355908 E 13111488   6794   7950   4173   6533  12087   8172   8338  10228   8421   7671   9266   5821   6606   6402   9236   8778   5986      6      5      4      3      2  3.0
16  8 10   3 20 40 N  4355908 E 13111488   7005   8211   4321   6770  12446   8423   8573  10591   8674   7918   9544   6021   6818   6608   9567   9071   6162      6      5      4      3      2  3.0
16  8 10   3 21 41 N  4355908 E 13111488   6855   8021   4222   6599  12210   8274   8410  10342   8481   7754   9355   5885   6679   6472   9344   8878   6049      6      5      4      3      2  3.0
16  8 10   3 22 42 N  4355908 E 13111488   6820   7929   4185   6540  12223   8306   8435  10282   8431   7731   9370   5883   6696   6484   9332   8873   6051      6      5      4      3      2  3.0
16  8 10   3 23 43 N  4355908 E 13111488   7054   8287   4338   6799  12487   8440   8592  10629   8747   7957   9569   6020   6833   6620   9583   9086   6183      6      5      4      3      2  3.0
16  8 10   3 24 44 N  4355908 E 13111488   7141   8394   4395   6882  12601   8540   8686  10762   8841   8058   9658   6078   6889   6680   9700   9212   6256      6      5      4      3      2  3.0
16  8 10   3 25 45 N  4355908 E 13111488   7012   8254   4317   6766  12385   8369   8519  10584   8700   7918   9506   5961   6774   6563   9533   9037   6153      6      5      4      3      2  3.0
16  8 10   3 26 46 N  4355908 E 13111488   7003   8224   4305   6750  12416   8388   8543  10565   8679   7905   9517   5957   6792   6575   9529   9042   6159      6      5      4      3      2  3.0
16  8 10   3 27 47 N  4355908 E 13111488   6858   8014   4204   6589  12219   8287   8414  10325   8478   7748   9367   5876   6691   6485   9346   8886   6049      6      5      4      3      2  3.0
16  8 10   3 28 48 N  4355908 E 13111488   7161   8421   4408   6903  12627   8547   8694  10797   8855   8080   9704   6084   6915   6702   9726   9217   6277      6      5      4      3      2  3.0
16  8 10   3 29 49 N  4355908 E 13111488   6936   8146   4263   6682  12280   8305   8440  10457   8588   7829   9422   5910   6733   6525   9448   8958   6101      6      5      4      3      2  3.0
16  8 10   3 30 50 N  4355908 E 13111488   6993   8245   4314   6763  12237   8295   8402  10556   8640   7875   9415   5943   6713   6510   9482   8975   6104      6      5      4      3      2  3.0
16  8 10   3 31 51 N  4355908 E 13111488   7000   8247   4309   6762  12374   8354   8484  10577   8687   7900   9472   5961   6755   6545   9507   9012   6133      6      5      4      3      2  3.0
